345,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,73,69,1,186
346,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,491,207,534,334,72,70,1,375
347,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,365,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,73,70,1,564
346,471,375,596,338,642,671,229,724,686,542,557,634,803,700,281,537,745,364,74,653,60,245,127,96,84,581,95,208,461,492,207,534,334,72,70,1,753
346,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,746,364,74,653,61,245,127,97,84,581,94,207,461,492,207,534,334,72,69,1,942
347,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,73,70,1,1131
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,746,364,74,653,60,245,127,97,84,581,94,208,461,492,207,534,334,73,69,1,1320
347,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,537,745,364,74,653,60,245,127,97,84,581,95,208,461,492,207,534,334,73,70,1,1511
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,282,537,746,364,74,653,60,245,127,97,85,581,94,208,461,492,208,534,334,73,70,1,1700
347,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,537,745,365,74,653,61,245,128,96,84,581,94,208,461,492,207,534,334,73,70,1,1891
347,471,375,596,338,642,671,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,96,84,581,94,208,461,492,207,534,334,73,70,1,2080
347,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,365,74,653,61,245,127,97,84,581,94,208,461,491,207,534,334,73,70,1,2271
347,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,365,74,653,61,245,127,96,84,581,94,208,461,492,208,534,334,73,70,1,2460
347,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,72,70,1,2651
347,471,375,596,338,642,671,228,724,686,542,557,634,803,700,281,538,745,364,74,653,60,245,127,96,84,581,94,208,461,492,208,534,334,72,70,1,2840
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,537,746,364,74,653,61,245,127,96,84,582,94,208,461,491,207,534,334,73,70,1,3031
347,471,375,596,338,642,671,229,724,686,542,557,634,803,701,281,538,745,364,74,653,60,245,127,97,85,581,94,208,461,492,207,534,334,72,70,1,3220
345,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,73,653,61,245,127,97,84,582,94,208,461,492,207,534,334,73,69,1,3410
347,471,375,596,338,642,671,229,724,686,542,557,634,803,700,281,538,745,364,73,653,61,245,128,96,84,581,94,208,461,492,207,534,334,73,70,1,3600
347,471,375,596,338,642,670,229,724,686,542,557,634,803,701,281,537,745,364,74,653,61,245,127,96,84,581,94,208,461,492,207,534,334,72,70,1,3790
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,537,745,364,73,653,61,245,127,97,84,582,94,208,461,492,207,534,334,73,70,1,3980
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,537,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,73,70,1,4170
348,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,73,70,1,4360
346,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,537,746,364,74,653,61,245,128,97,84,581,94,208,461,492,207,534,334,73,70,1,4550
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,60,245,127,97,84,581,94,208,461,492,207,534,334,73,70,1,4741
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,73,69,1,4930
347,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,537,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,72,70,1,5121
347,471,374,596,338,642,670,229,724,686,542,557,634,803,701,281,537,746,364,74,653,61,245,127,97,84,581,94,208,461,491,207,534,334,72,69,1,5310
347,471,375,596,338,642,670,228,724,686,542,557,634,803,701,281,537,745,364,74,653,60,245,127,96,84,581,94,208,461,492,208,534,334,73,70,1,5500
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,491,207,534,334,72,70,1,5690
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,60,245,127,96,84,581,94,208,461,491,207,534,334,72,70,1,5880
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,746,364,74,653,60,245,127,97,85,581,94,208,461,492,207,534,334,72,70,1,6070
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,73,69,1,6260
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,72,70,1,6450
347,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,365,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,72,70,1,6640
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,128,96,84,581,94,208,461,492,207,534,334,73,70,1,6830
347,471,375,596,338,642,670,229,724,687,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,72,70,1,7020
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,73,653,61,245,128,96,84,581,94,209,461,492,207,534,334,73,69,1,7209
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,746,364,74,653,61,245,127,96,84,581,94,208,461,492,207,534,334,73,70,1,7400
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,537,745,364,74,653,61,245,128,96,84,581,94,208,461,492,207,534,334,72,70,1,7589
348,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,746,364,74,653,61,245,127,96,84,581,94,208,461,492,207,534,334,73,70,1,7780
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,537,746,364,74,653,61,245,128,97,84,581,94,208,461,492,207,534,334,73,70,1,7969
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,537,746,364,74,653,61,245,127,97,84,581,95,208,461,491,207,534,334,73,70,1,8160
347,471,375,596,338,642,670,229,724,686,542,557,635,803,700,281,538,745,364,74,653,61,245,127,97,84,582,94,208,461,491,207,534,334,72,70,1,8349
347,471,375,596,338,642,671,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,73,70,1,8540
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,537,746,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,73,70,1,8729
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,73,653,60,245,128,97,84,581,94,208,461,492,207,534,334,73,69,1,8920
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,128,97,84,581,94,208,461,492,207,534,334,73,70,1,9109
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,365,74,653,61,245,127,97,84,581,94,208,461,492,207,534,334,73,70,1,9299
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,491,207,534,334,73,70,1,9489
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,746,364,74,653,60,245,127,97,84,581,94,208,461,492,207,534,334,73,70,1,9679
348,471,375,596,338,642,670,229,724,686,542,557,635,803,700,281,538,745,365,73,653,61,245,127,97,85,581,94,208,461,492,208,534,335,72,70,1,9869
347,471,375,596,338,642,670,229,724,686,542,557,634,803,701,281,538,745,364,74,653,60,245,127,97,84,581,94,209,461,492,207,534,334,73,69,1,10059
348,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,364,73,653,61,245,127,97,85,581,94,208,461,492,207,534,335,73,69,1,10251
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,128,97,84,581,94,208,461,492,207,534,334,73,70,1,10441
347,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,364,73,653,60,245,127,97,84,581,94,208,461,492,207,534,335,73,69,1,10633
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,746,365,74,653,61,245,127,97,84,581,94,208,461,492,207,534,335,73,70,1,10823
348,471,375,596,338,642,670,229,724,686,542,557,634,803,701,281,538,745,364,74,653,61,245,128,97,85,581,94,208,461,492,207,534,334,73,69,1,11015
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,537,745,364,73,653,61,245,127,97,84,581,94,208,461,492,207,534,335,72,70,1,11205
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,537,745,365,74,653,61,245,128,97,84,581,93,208,461,491,207,534,335,72,70,1,11397
348,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,491,207,534,335,72,70,1,11587
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,60,245,127,96,84,581,94,208,461,492,207,534,335,73,70,1,11779
348,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,128,97,84,581,94,208,461,492,207,534,335,73,70,1,11969
348,471,375,596,338,642,670,229,724,686,542,557,634,803,701,281,537,746,364,74,653,61,245,127,96,84,581,94,208,461,492,207,534,335,73,70,1,12161
348,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,85,581,94,208,461,492,207,534,335,73,69,1,12351
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,365,74,653,61,245,127,97,84,582,94,208,461,491,207,534,335,73,70,1,12542
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,246,127,96,84,581,94,208,461,491,207,534,335,73,70,1,12734
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,128,97,84,582,94,208,461,492,207,534,335,73,70,1,12924
344,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,365,74,653,61,245,128,97,84,581,94,208,461,492,207,534,335,73,70,1,13116
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,365,73,653,61,245,127,97,84,581,94,208,461,492,207,534,335,73,70,1,13306
346,471,375,596,338,642,670,229,724,686,542,557,634,803,701,281,538,745,364,73,653,61,245,127,97,84,582,94,208,461,492,207,534,335,73,70,1,13498
346,471,374,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,335,73,70,1,13688
346,471,375,596,338,642,670,229,724,686,542,557,634,803,700,282,537,746,364,74,653,61,245,128,96,84,581,94,208,461,492,207,534,335,72,70,1,13880
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,746,365,73,653,61,245,127,96,84,581,94,209,461,491,207,534,335,73,70,1,14070
347,471,375,596,338,642,671,228,724,686,542,557,634,803,700,281,538,746,364,73,653,60,245,127,97,84,581,94,208,461,491,207,534,335,73,69,1,14262
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,335,72,70,1,14452
348,471,375,596,338,642,670,228,724,687,542,557,634,803,700,281,538,745,364,74,653,61,245,127,96,84,581,94,208,461,492,207,534,335,72,70,1,14644
348,471,375,596,338,642,670,228,724,686,542,557,634,803,701,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,491,207,534,335,72,69,1,14834
345,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,746,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,335,73,70,1,15026
344,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,365,74,653,61,245,127,97,84,581,94,208,461,491,207,534,335,72,70,1,15216
348,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,335,72,70,1,15408
348,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,364,74,653,60,245,128,96,85,582,94,209,461,491,207,534,335,73,69,1,15598
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,365,74,653,61,245,127,97,84,582,94,208,461,492,207,534,335,73,70,1,15790
349,471,375,596,338,642,670,229,724,686,542,557,634,803,701,281,538,746,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,335,72,70,1,15981
346,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,61,245,128,96,84,581,94,208,461,492,207,534,335,73,70,1,16172
348,471,375,596,338,642,670,229,724,686,542,557,634,803,701,281,538,746,364,73,653,61,245,127,96,84,582,94,208,461,492,208,534,335,73,70,1,16363
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,365,74,653,61,245,127,96,84,581,94,208,461,492,207,534,335,72,69,1,16553
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,73,653,60,245,127,97,84,581,94,208,461,491,207,534,335,73,70,1,16745
348,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,746,364,74,653,61,245,127,97,84,581,94,209,461,492,207,534,335,73,70,1,16935
347,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,746,365,74,653,61,245,127,97,84,582,94,209,461,492,207,534,335,73,70,1,17127
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,745,364,74,653,60,245,127,97,84,581,94,208,461,492,207,534,335,73,70,1,17317
348,471,375,596,338,642,670,229,724,686,542,557,634,803,700,281,538,746,364,74,653,61,245,127,97,84,581,94,208,461,492,207,534,335,72,70,1,17509
344,471,375,596,338,642,670,228,724,686,542,557,634,803,700,281,538,745,364,74,653,60,245,127,97,84,581,95,209,461,492,207,534,335,73,70,1,17699
346,471,375,596,338,642,670,229,724,686,542,557,634,803,701,281,538,745,364,74,653,61,245,128,96,84,581,94,208,461,492,207,534,335,73,70,1,17891
